"","INSEE_COM","Annee","Nb_mutations","NbMaisons","NbApparts","propmaison","propappart","PrixMoyen","Prixm2Moyen","SurfaceMoy"
"1","01001","2020",6,6,0,100,0,215083.333333333,1693.16666666667,124.333333333333
"2","01002","2020",2,2,0,100,0,80125,2023,47
"3","01004","2020",224,122,102,54.4642857142857,45.5357142857143,162041,2018.125,83.1830357142857
"4","01005","2020",25,19,6,76,24,282148.6,2680.76,101.96
"5","01006","2020",2,2,0,100,0,254237.5,2327,110
"6","01007","2020",20,18,2,90,10,180191.3,1835.15,98.45
"7","01008","2020",5,5,0,100,0,188810,2059.4,91.2
"8","01009","2020",7,6,1,85.7142857142857,14.2857142857143,138078.571428571,1371.14285714286,107.142857142857
"9","01010","2020",10,9,1,90,10,179460,1888.3,101.8
"10","01011","2020",2,2,0,100,0,181371.5,1417.5,127.5
"11","01012","2020",4,4,0,100,0,91250,1042.5,98.25
"12","01013","2020",7,7,0,100,0,88721.4285714286,865,91.2857142857143
"13","01014","2020",22,12,10,54.5454545454545,45.4545454545455,137295.454545455,1464.59090909091,86.3181818181818
"14","01015","2020",12,12,0,100,0,162208.333333333,1424.41666666667,119.583333333333
"15","01016","2020",5,5,0,100,0,156218,1341.4,115
"16","01017","2020",8,6,2,75,25,88683.75,1107,83.625
"17","01021","2020",22,16,6,72.7272727272727,27.2727272727273,262488.454545455,2583.45454545455,99.7272727272727
"18","01022","2020",14,13,1,92.8571428571429,7.14285714285714,146500.714285714,1293.5,113.428571428571
"19","01024","2020",29,23,6,79.3103448275862,20.6896551724138,189708.275862069,1901.20689655172,100.793103448276
"20","01025","2020",47,47,0,100,0,210817.659574468,1896.70212765957,115.744680851064
"21","01026","2020",9,9,0,100,0,192530,1738,105.777777777778
"22","01027","2020",19,18,1,94.7368421052632,5.26315789473684,306033.421052632,3134.89473684211,101.473684210526
"23","01028","2020",12,12,0,100,0,218210.833333333,1968.41666666667,121.5
"24","01029","2020",8,8,0,100,0,151997.5,1280.875,120.25
"25","01030","2020",23,8,15,34.7826086956522,65.2173913043478,177917.608695652,2130.5652173913,85.0434782608696
"26","01031","2020",21,9,12,42.8571428571429,57.1428571428571,128960.857142857,1694.7619047619,73.2380952380952
"27","01032","2020",24,18,6,75,25,279364.666666667,2772.08333333333,105.291666666667
"28","01033","2020",250,97,153,38.8,61.2,187450.248,2255.48,83.668
"29","01034","2020",137,74,63,54.014598540146,45.985401459854,159002.722627737,1724.06569343066,92.3284671532847
"30","01035","2020",3,3,0,100,0,143333.333333333,1654.33333333333,84
"31","01036","2020",24,24,0,100,0,145963.333333333,1461.75,100.5
"32","01037","2020",5,4,1,80,20,123760,1618.2,81.4
"33","01038","2020",5,5,0,100,0,208242,1784.8,108.2
"34","01039","2020",8,8,0,100,0,135868.75,1958.125,82.375
"35","01040","2020",5,5,0,100,0,173896,1450.8,116.4
"36","01041","2020",11,11,0,100,0,151179.545454545,1701.81818181818,90
"37","01042","2020",4,4,0,100,0,251965,2128,122.5
"38","01043","2020",65,49,16,75.3846153846154,24.6153846153846,374148.230769231,3511.06153846154,108.030769230769
"39","01044","2020",1,1,0,100,0,238100,2506,95
"40","01045","2020",1,1,0,100,0,332805,2465,135
"41","01046","2020",11,11,0,100,0,271872.727272727,2294.09090909091,122.454545454545
"42","01047","2020",15,15,0,100,0,271223.4,2478.13333333333,116.533333333333
"43","01049","2020",38,32,6,84.2105263157895,15.7894736842105,316272.631578947,3011.15789473684,108.5
"44","01050","2020",4,4,0,100,0,110500,1199.25,85.75
"45","01051","2020",2,2,0,100,0,151000,1658,94
"46","01052","2020",1,1,0,100,0,395000,2194,180
"47","01053","2020",568,148,420,26.056338028169,73.943661971831,139292.845070423,1742.86091549296,81.2165492957746
"48","01054","2020",20,20,0,100,0,228492.5,2664.5,90.85
"49","01056","2020",4,4,0,100,0,81218,919,85.75
"50","01057","2020",5,5,0,100,0,195170,2104.6,99
"51","01058","2020",11,11,0,100,0,160513.636363636,1729.45454545455,99.2727272727273
"52","01060","2020",9,8,1,88.8888888888889,11.1111111111111,147791.111111111,1075.66666666667,158.888888888889
"53","01061","2020",17,17,0,100,0,222239.411764706,2083.70588235294,116.941176470588
"54","01062","2020",13,11,2,84.6153846153846,15.3846153846154,312079.461538462,2652.53846153846,117.384615384615
"55","01063","2020",6,3,3,50,50,208901.833333333,2430.33333333333,87.1666666666667
"56","01064","2020",19,19,0,100,0,163180,1882.47368421053,90.8947368421053
"57","01065","2020",9,8,1,88.8888888888889,11.1111111111111,244200,1872.22222222222,132.888888888889
"58","01066","2020",5,5,0,100,0,109000,1030.8,94.6
"59","01067","2020",2,2,0,100,0,89250,799,113.5
"60","01068","2020",16,16,0,100,0,132781.25,1441.875,104.25
"61","01069","2020",13,9,4,69.2307692307692,30.7692307692308,179630.769230769,1886.76923076923,102.692307692308
"62","01071","2020",94,47,47,50,50,460691.808510638,4402.40425531915,105.223404255319
"63","01072","2020",32,25,7,78.125,21.875,202110.125,1970.5625,108.46875
"64","01073","2020",12,12,0,100,0,179805.833333333,1610.08333333333,115.833333333333
"65","01074","2020",31,20,11,64.5161290322581,35.4838709677419,199295.064516129,2087.1935483871,93.5483870967742
"66","01075","2020",16,15,1,93.75,6.25,248404.125,2344.75,107.625
"67","01076","2020",3,3,0,100,0,104666.666666667,1137.66666666667,92.6666666666667
"68","01077","2020",4,4,0,100,0,148000,2059.5,75.5
"69","01078","2020",17,11,6,64.7058823529412,35.2941176470588,378708.764705882,3870.58823529412,98.7647058823529
"70","01079","2020",10,9,1,90,10,180675,1492.9,128.9
"71","01080","2020",9,9,0,100,0,162738.888888889,1652,98.2222222222222
"72","01081","2020",10,7,3,70,30,203165,2028.1,97.7
"73","01082","2020",10,8,2,80,20,169010.2,2107.1,88.1
"74","01083","2020",11,8,3,72.7272727272727,27.2727272727273,230924.545454545,2629.18181818182,95.1818181818182
"75","01084","2020",14,12,2,85.7142857142857,14.2857142857143,180678.714285714,1793.57142857143,107.857142857143
"76","01085","2020",10,10,0,100,0,245805,2128.6,121.2
"77","01087","2020",3,2,1,66.6666666666667,33.3333333333333,140833.333333333,1600.33333333333,89.6666666666667
"78","01088","2020",4,4,0,100,0,275125,3081.5,93.25
"79","01089","2020",19,19,0,100,0,232946.842105263,2226.21052631579,106.421052631579
"80","01090","2020",5,5,0,100,0,317474.4,2875.4,113.4
"81","01092","2020",31,27,4,87.0967741935484,12.9032258064516,214228.870967742,2008.29032258065,111.870967741935
"82","01093","2020",62,31,31,50,50,187874.177419355,2167.95161290323,89.5
"83","01094","2020",12,12,0,100,0,168866.333333333,1650,103.166666666667
"84","01095","2020",6,5,1,83.3333333333333,16.6666666666667,147666.666666667,995,155
"85","01096","2020",8,8,0,100,0,185251.875,1731.875,108.75
"86","01098","2020",12,12,0,100,0,210995.833333333,1689.91666666667,122.5
"87","01099","2020",13,12,1,92.3076923076923,7.69230769230769,214305.384615385,2372.23076923077,94
"88","01100","2020",4,4,0,100,0,115375,1213.75,91.5
"89","01101","2020",2,2,0,100,0,93675,688.5,131
"90","01102","2020",13,13,0,100,0,204568.461538462,1800.61538461538,118.230769230769
"91","01103","2020",31,13,18,41.9354838709677,58.0645161290323,386826.64516129,4423.51612903226,88.2903225806452
"92","01104","2020",6,6,0,100,0,185283.333333333,2264.33333333333,89
"93","01105","2020",24,22,2,91.6666666666667,8.33333333333333,355607.083333333,3468.29166666667,102.291666666667
"94","01106","2020",4,4,0,100,0,151625,1186.5,124
"95","01107","2020",2,2,0,100,0,116145,1032,110
"96","01108","2020",21,17,4,80.9523809523809,19.047619047619,128091.666666667,1132.80952380952,120.714285714286
"97","01109","2020",39,32,7,82.051282051282,17.9487179487179,337498.794871795,3433.05128205128,104.769230769231
"98","01110","2020",3,3,0,100,0,165466.666666667,1260.33333333333,135.666666666667
"99","01111","2020",8,8,0,100,0,141306.25,1333.375,115.125
"100","01112","2020",6,6,0,100,0,146500,1440.5,104
"101","01113","2020",11,11,0,100,0,210022.727272727,1800.90909090909,121.818181818182
"102","01114","2020",4,4,0,100,0,299081.25,2297,136.5
"103","01115","2020",6,6,0,100,0,195581.666666667,1713.16666666667,133.833333333333
"104","01116","2020",5,4,1,80,20,166580,1627.8,107.6
"105","01118","2020",15,11,4,73.3333333333333,26.6666666666667,199326.666666667,2385.53333333333,83.3333333333333
"106","01121","2020",1,1,0,100,0,160000,1702,94
"107","01123","2020",20,20,0,100,0,193846.05,1909.6,109.45
"108","01124","2020",13,13,0,100,0,126255.076923077,1138,109.153846153846
"109","01125","2020",18,18,0,100,0,135762,1376.83333333333,94.5555555555556
"110","01127","2020",6,6,0,100,0,169783.333333333,1598,106.166666666667
"111","01128","2020",3,3,0,100,0,174695,1343,147
"112","01129","2020",5,5,0,100,0,252940,2157.4,119.8
"113","01130","2020",24,24,0,100,0,187908.541666667,1677.95833333333,116.25
"114","01133","2020",7,7,0,100,0,226757.142857143,2057,98.5714285714286
