"","INSEE_COM","Annee","Nb_mutations","NbMaisons","NbApparts","propmaison","propappart","PrixMoyen","Prixm2Moyen","SurfaceMoy"
"1","01001","2023",8,8,0,100,0,269375,2249.5,118.125
"2","01002","2023",2,2,0,100,0,199350,1913.5,96
"3","01004","2023",158,89,69,56.3291139240506,43.6708860759494,210114.639240506,2399.62025316456,89.6392405063291
"4","01005","2023",27,22,5,81.4814814814815,18.5185185185185,357840.259259259,3287.96296296296,109.185185185185
"5","01007","2023",39,38,1,97.4358974358974,2.56410256410256,231436.461538462,2274.87179487179,105.230769230769
"6","01008","2023",5,5,0,100,0,182550,2538.8,72.4
"7","01009","2023",6,4,2,66.6666666666667,33.3333333333333,222916.666666667,1862.66666666667,112.166666666667
"8","01010","2023",18,10,8,55.5555555555556,44.4444444444444,191888.833333333,2795.94444444444,71.5
"9","01011","2023",5,4,1,80,20,193800,2210.8,92.8
"10","01012","2023",8,8,0,100,0,162462.5,1925.375,90.5
"11","01013","2023",2,2,0,100,0,77000,1006.5,70.5
"12","01014","2023",20,12,8,60,40,168688.25,1763.6,90.25
"13","01015","2023",9,9,0,100,0,216688.888888889,1926.55555555556,109.777777777778
"14","01016","2023",4,4,0,100,0,209375,2274,91.75
"15","01017","2023",9,8,1,88.8888888888889,11.1111111111111,117111.111111111,1388.33333333333,81.3333333333333
"16","01021","2023",6,5,1,83.3333333333333,16.6666666666667,403089.166666667,4077.33333333333,99.6666666666667
"17","01022","2023",17,16,1,94.1176470588235,5.88235294117647,198789.705882353,2069.82352941176,96.3529411764706
"18","01023","2023",1,1,0,100,0,155000,1845,84
"19","01024","2023",29,24,5,82.7586206896552,17.2413793103448,257846.551724138,2348.79310344828,114.931034482759
"20","01025","2023",33,32,1,96.969696969697,3.03030303030303,232281.212121212,2112.09090909091,112.757575757576
"21","01026","2023",6,6,0,100,0,226000,2300.33333333333,110.166666666667
"22","01027","2023",10,10,0,100,0,294626.5,3153.4,100.7
"23","01028","2023",6,6,0,100,0,271783.333333333,2622.5,111.5
