"","INSEE_COM","Annee","Nb_mutations","NbMaisons","NbApparts","propmaison","propappart","PrixMoyen","Prixm2Moyen","SurfaceMoy"
"17020","59155","2018",116,108,8,93.1034482758621,6.89655172413793,131751.525862069,1521.00862068966,88.3965517241379
"17021","59156","2018",12,11,1,91.6666666666667,8.33333333333333,132929.166666667,1500.58333333333,97.0833333333333
"17022","59157","2018",15,15,0,100,0,120154.733333333,1302.06666666667,94.8666666666667
"17023","59158","2018",16,16,0,100,0,260778.125,1997.5625,134.75
"17024","59159","2018",6,6,0,100,0,136300,1260.33333333333,106
"17025","59160","2018",29,29,0,100,0,127261,1146.44827586207,110.137931034483
"17026","59161","2018",5,5,0,100,0,142490,1148.6,124.6
"17027","59162","2018",6,6,0,100,0,193666.666666667,1928.5,99.5
"17028","59163","2018",210,141,69,67.1428571428571,32.8571428571429,217782.69047619,2215.52380952381,93.5666666666667
"17029","59164","2018",1,1,0,100,0,90000,1406,64
"17030","59165","2018",43,42,1,97.6744186046512,2.32558139534884,140550.837209302,1570.23255813953,87.4883720930233
"17031","59166","2018",11,11,0,100,0,151686.545454545,1334.45454545455,106.454545454545
"17032","59167","2018",1,1,0,100,0,216155,1650,131
"17033","59168","2018",32,28,4,87.5,12.5,237731.25,2330.25,99.84375
"17034","59170","2018",27,27,0,100,0,109694.444444444,1278.22222222222,87.5555555555556
"17035","59171","2018",1,1,0,100,0,55500,603,92
"17036","59172","2018",101,101,0,100,0,66795.1584158416,865.148514851485,77.8415841584158
"17037","59173","2018",8,8,0,100,0,273817.625,2523.125,107.375
"17038","59174","2018",3,3,0,100,0,143300,1437.66666666667,100
"17039","59176","2018",1,1,0,100,0,136000,680,200
"17040","59177","2018",1,1,0,100,0,165000,1341,123
"17041","59178","2018",243,161,82,66.2551440329218,33.7448559670782,127745.670781893,1457.57201646091,88.6543209876543
"17042","59179","2018",34,34,0,100,0,114676.558823529,1240.17647058824,93.2941176470588
"17043","59180","2018",7,7,0,100,0,187657.142857143,1638,124.142857142857
"17044","59181","2018",1,1,0,100,0,170000,1382,123
"17045","59183","2018",543,331,212,60.9576427255985,39.0423572744015,154267.602209945,1788.30202578269,87.6721915285451
"17046","59184","2018",6,6,0,100,0,165400,1319.5,131.333333333333
"17047","59185","2018",6,6,0,100,0,186037.5,1630.16666666667,114.333333333333
"17048","59187","2018",1,1,0,100,0,85000,620,137
"17049","59188","2018",1,1,0,100,0,35000,795,44
"17050","59189","2018",3,3,0,100,0,144333.333333333,2015.33333333333,73.6666666666667
"17051","59190","2018",1,1,0,100,0,110000,710,155
"17052","59191","2018",4,4,0,100,0,63750,798.75,79.25
"17053","59192","2018",1,1,0,100,0,125000,1488,84
"17054","59193","2018",15,15,0,100,0,192219.266666667,2231.06666666667,85.6666666666667
"17055","59194","2018",9,9,0,100,0,167536.666666667,1181.66666666667,147.444444444444
"17056","59195","2018",7,7,0,100,0,413242.857142857,3238.42857142857,120.857142857143
"17057","59196","2018",10,10,0,100,0,242054.5,2192.6,120
"17058","59197","2018",9,9,0,100,0,327900,2348.11111111111,153.888888888889
"17059","59198","2018",3,3,0,100,0,134666.666666667,1232.66666666667,108.666666666667
"17060","59199","2018",5,5,0,100,0,117160,1121.2,102.6
"17061","59200","2018",2,2,0,100,0,107100,1057.5,86.5
"17062","59201","2018",7,7,0,100,0,300385.714285714,2797.57142857143,105.142857142857
"17063","59202","2018",31,27,4,87.0967741935484,12.9032258064516,191020.387096774,2043.90322580645,93.5806451612903
"17064","59203","2018",12,12,0,100,0,133250,1466.66666666667,94.4166666666667
