"","INSEE_COM","Annee","Nb_mutations","NbMaisons","NbApparts","propmaison","propappart","PrixMoyen","Prixm2Moyen","SurfaceMoy"
"1","01001","2019",19,19,0,100,0,245456.315789474,2001.26315789474,125.157894736842
"2","01002","2019",8,8,0,100,0,124866.25,1130.25,112.125
"3","01004","2019",207,109,98,52.6570048309179,47.3429951690821,168338.516908213,2043.31400966184,82.4589371980676
"4","01005","2019",35,27,8,77.1428571428572,22.8571428571429,247190.742857143,2419.74285714286,105.6
"5","01006","2019",1,0,1,0,100,157100,1155,136
"6","01007","2019",43,40,3,93.0232558139535,6.97674418604651,181332.093023256,1973.74418604651,91.6046511627907
"7","01008","2019",5,5,0,100,0,212850,1987.6,104.2
"8","01009","2019",3,2,1,66.6666666666667,33.3333333333333,114583.333333333,1112.66666666667,104.333333333333
"9","01010","2019",20,16,4,80,20,171602.25,2012.1,87.9
"10","01011","2019",2,2,0,100,0,127500,1731.5,79
"11","01012","2019",6,6,0,100,0,123450,1076.5,111.833333333333
"12","01013","2019",4,4,0,100,0,115414,1029.75,107.75
"13","01014","2019",28,18,10,64.2857142857143,35.7142857142857,163307.142857143,1936.67857142857,83.1428571428571
"14","01015","2019",9,9,0,100,0,169936.555555556,1244.22222222222,147.333333333333
"15","01016","2019",4,4,0,100,0,75205,1246,79
"16","01017","2019",9,9,0,100,0,85612.5555555556,1021.66666666667,83.3333333333333
"17","01021","2019",18,15,3,83.3333333333333,16.6666666666667,262828.5,2129.55555555556,133.611111111111
"18","01022","2019",19,17,2,89.4736842105263,10.5263157894737,149659.368421053,1489.94736842105,108.105263157895
"19","01023","2019",1,1,0,100,0,118000,1180,100
"20","01024","2019",44,35,9,79.5454545454545,20.4545454545455,198583.590909091,2078.72727272727,96.1818181818182
"21","01025","2019",46,45,1,97.8260869565217,2.17391304347826,198374.130434783,1862.60869565217,108.826086956522
"22","01026","2019",11,10,1,90.9090909090909,9.09090909090909,179951.727272727,1746.27272727273,110.363636363636
