"","INSEE_COM","Annee","Nb_mutations","NbMaisons","NbApparts","propmaison","propappart","PrixMoyen","Prixm2Moyen","SurfaceMoy"
"122","01142","2016",61,33,28,54.0983606557377,45.9016393442623,193513.639344262,2232.16393442623,90.4754098360656
"123","01143","2016",173,48,125,27.7456647398844,72.2543352601156,515502.861271676,5021.28323699422,100.635838150289
"124","01145","2016",9,9,0,100,0,187776.666666667,1697.77777777778,109.333333333333
"125","01146","2016",5,5,0,100,0,241948.8,1991.4,136.6
"126","01147","2016",3,3,0,100,0,100666.666666667,1175,94
"127","01148","2016",19,16,3,84.2105263157895,15.7894736842105,153110.789473684,1480.89473684211,105
"128","01149","2016",11,10,1,90.9090909090909,9.09090909090909,204690.909090909,2227.36363636364,89.9090909090909
"129","01150","2016",1,1,0,100,0,77000,1375,56
"130","01151","2016",13,13,0,100,0,172365,1951.61538461538,95.8461538461538
"131","01152","2016",6,6,0,100,0,162746.666666667,1682.5,97.5
"132","01153","2016",26,24,2,92.3076923076923,7.69230769230769,526582.692307692,4297.34615384615,123.730769230769
"133","01155","2016",3,3,0,100,0,127621.666666667,1302,102.666666666667
"134","01156","2016",3,2,1,66.6666666666667,33.3333333333333,242633.333333333,2348.66666666667,101
"135","01157","2016",26,21,5,80.7692307692308,19.2307692307692,220509.230769231,2339.26923076923,99.6538461538462
"136","01158","2016",8,8,0,100,0,480923.625,3806.75,127.75
"137","01159","2016",20,20,0,100,0,164869.15,1535.15,106.45
"138","01160","2016",146,23,123,15.7534246575342,84.2465753424658,336954.52739726,4122.93150684932,80.5
"139","01162","2016",1,1,0,100,0,156000,1248,125
"140","01163","2016",15,15,0,100,0,187726.333333333,1653.26666666667,114
"141","01165","2016",22,22,0,100,0,226074.090909091,2147.31818181818,107.863636363636
"142","01166","2016",22,16,6,72.7272727272727,27.2727272727273,226789.090909091,2342.81818181818,99.9545454545455
"143","01167","2016",6,6,0,100,0,152633.333333333,1727.83333333333,96
"144","01169","2016",4,4,0,100,0,177170,1715.25,107.25
"145","01170","2016",3,3,0,100,0,140178.666666667,1509.66666666667,90
"146","01171","2016",5,5,0,100,0,177680,1389.6,132.6
"147","01173","2016",172,44,128,25.5813953488372,74.4186046511628,316537.773255814,3821.62209302326,81.8953488372093
"148","01175","2016",11,11,0,100,0,143513.090909091,1337.72727272727,107.181818181818
"149","01177","2016",2,2,0,100,0,108000,724.5,137
"150","01179","2016",15,15,0,100,0,167951.333333333,1679.4,102.266666666667
"151","01180","2016",6,5,1,83.3333333333333,16.6666666666667,856000,5748.83333333333,158.333333333333
"152","01181","2016",9,9,0,100,0,183516.666666667,1971.44444444444,92
"153","01183","2016",9,9,0,100,0,267627.777777778,2171.44444444444,129.111111111111
"154","01184","2016",12,12,0,100,0,129906.666666667,1395.5,102.5
"155","01185","2016",32,24,8,75,25,110527.78125,1418.75,89.8125
"156","01187","2016",11,8,3,72.7272727272727,27.2727272727273,118786.363636364,1325.90909090909,89.8181818181818
"157","01188","2016",3,3,0,100,0,182266.666666667,1486.33333333333,118.666666666667
"158","01189","2016",11,10,1,90.9090909090909,9.09090909090909,251218.181818182,2412.36363636364,115.272727272727
"159","01190","2016",2,2,0,100,0,46000,684,74.5
"160","01191","2016",1,1,0,100,0,174720,1713,102
"161","01192","2016",13,12,1,92.3076923076923,7.69230769230769,176130.153846154,1898.38461538462,96.8461538461538
"162","01193","2016",3,3,0,100,0,166943.333333333,1636.66666666667,102
"163","01194","2016",54,29,25,53.7037037037037,46.2962962962963,200664.333333333,2314.98148148148,87.7407407407407
"164","01195","2016",16,12,4,75,25,139525,1459.0625,91.4375
"165","01196","2016",6,5,1,83.3333333333333,16.6666666666667,139500,1596.5,96.3333333333333
"166","01197","2016",3,3,0,100,0,148736.666666667,1365,103
"167","01199","2016",22,20,2,90.9090909090909,9.09090909090909,135409.318181818,1464.45454545455,98.0454545454545
"168","01200","2016",2,2,0,100,0,58150,556,101
"169","01202","2016",67,39,28,58.2089552238806,41.7910447761194,154146.417910448,1669.22388059701,94.6268656716418
"170","01203","2016",11,11,0,100,0,148823.545454545,1549.36363636364,97.4545454545455
"171","01204","2016",5,5,0,100,0,175830,1200.4,154
"172","01206","2016",1,1,0,100,0,110000,1375,80
"173","01207","2016",4,4,0,100,0,264436.25,2409.75,111.25
"174","01208","2016",1,1,0,100,0,43000,1075,40
"175","01209","2016",3,3,0,100,0,286000,2104,133.333333333333
"176","01210","2016",18,1,17,5.55555555555556,94.4444444444444,68412.8333333333,1962.83333333333,35.7222222222222
"177","01211","2016",9,9,0,100,0,163429.444444444,1898.44444444444,84.3333333333333
"178","01212","2016",5,5,0,100,0,104936,1085.6,99.6
"179","01213","2016",16,16,0,100,0,176735.9375,1819.25,97.5
"180","01214","2016",1,1,0,100,0,189000,995,190
"181","01215","2016",1,1,0,100,0,304000,2714,112
"182","01216","2016",7,7,0,100,0,85678.5714285714,1322.14285714286,75.5714285714286
"183","01219","2016",1,1,0,100,0,68000,1115,61
"184","01224","2016",37,27,10,72.972972972973,27.027027027027,178971.432432432,1906.13513513514,96.7297297297297
"185","01225","2016",6,4,2,66.6666666666667,33.3333333333333,236376.666666667,2120.16666666667,114.5
"186","01227","2016",2,2,0,100,0,120000,1438,83.5
"187","01228","2016",4,4,0,100,0,127902.5,1416.25,95
"188","01229","2016",8,8,0,100,0,130415.375,1466.375,88
"189","01230","2016",11,11,0,100,0,132529.090909091,1350,104.363636363636
"190","01231","2016",16,16,0,100,0,175451.25,1676,109.125
"191","01232","2016",16,15,1,93.75,6.25,156212.5,1511.9375,102.8125
"192","01233","2016",1,1,0,100,0,147000,919,160
"193","01234","2016",1,1,0,100,0,175000,1750,100
"194","01235","2016",4,4,0,100,0,162125,1471.75,118.75
"195","01236","2016",7,7,0,100,0,153450,1309.85714285714,114.285714285714
"196","01237","2016",12,10,2,83.3333333333333,16.6666666666667,166315.833333333,1575,107.333333333333
"197","01238","2016",19,18,1,94.7368421052632,5.26315789473684,273950.894736842,2549.05263157895,106.789473684211
"198","01239","2016",10,9,1,90,10,154428,1468.2,107.4
"199","01240","2016",7,7,0,100,0,129142.857142857,1342.85714285714,106.571428571429
"200","01241","2016",14,14,0,100,0,161957.642857143,1351.28571428571,116.857142857143
"201","01243","2016",15,14,1,93.3333333333333,6.66666666666667,182588,1987,93.2666666666667
"202","01244","2016",82,65,17,79.2682926829268,20.7317073170732,195848.512195122,2190.57317073171,93.609756097561
"203","01245","2016",6,6,0,100,0,168258.333333333,1334.16666666667,125.5
"204","01246","2016",14,14,0,100,0,138548.571428571,1339.92857142857,113.928571428571
"205","01247","2016",9,3,6,33.3333333333333,66.6666666666667,108056.666666667,2295.33333333333,42
"206","01248","2016",19,14,5,73.6842105263158,26.3157894736842,299611.947368421,3029.26315789474,106.947368421053
"207","01249","2016",98,49,49,50,50,247896.367346939,2628.79591836735,95.7244897959184
"208","01250","2016",19,19,0,100,0,262948.421052632,2577.36842105263,108.315789473684
"209","01252","2016",17,17,0,100,0,163694.117647059,1757.58823529412,98.7647058823529
"210","01254","2016",10,10,0,100,0,217982,2016.9,113.2
"211","01255","2016",11,11,0,100,0,154648.181818182,1740.90909090909,87.0909090909091
"212","01257","2016",2,2,0,100,0,233500,2194,105
"213","01258","2016",9,9,0,100,0,242562.222222222,2049.22222222222,123.222222222222
"214","01259","2016",5,5,0,100,0,239721,2203.6,116
"215","01260","2016",5,5,0,100,0,148421.6,1809.6,95
"216","01261","2016",8,8,0,100,0,221462.5,2216.875,96.375
"217","01262","2016",67,25,42,37.3134328358209,62.6865671641791,181900.298507463,2151.46268656716,83.3731343283582
"218","01263","2016",45,40,5,88.8888888888889,11.1111111111111,204829.244444444,2125.06666666667,98.6444444444444
"219","01264","2016",9,8,1,88.8888888888889,11.1111111111111,152144.444444444,1530.77777777778,101.333333333333
"220","01265","2016",28,13,15,46.4285714285714,53.5714285714286,184785.714285714,2079.75,89.3214285714286
"221","01266","2016",24,14,10,58.3333333333333,41.6666666666667,133570.5,1523.58333333333,94.2916666666667
"222","01267","2016",8,8,0,100,0,181116.5,1577.125,128.875
"223","01268","2016",4,4,0,100,0,172500,1810.5,95.25
"224","01269","2016",21,6,15,28.5714285714286,71.4285714285714,89088.2380952381,1119.38095238095,81.1904761904762
"225","01272","2016",15,15,0,100,0,173422.666666667,1633.4,105.8
"226","01273","2016",22,19,3,86.3636363636364,13.6363636363636,119405.772727273,1441.5,83.4545454545455
"227","01274","2016",3,3,0,100,0,107333.333333333,1056.33333333333,111.333333333333
"228","01275","2016",29,20,9,68.9655172413793,31.0344827586207,306260.344827586,2548.37931034483,125.448275862069
"229","01276","2016",25,24,1,96,4,244994.08,2167,113
"230","01277","2016",3,3,0,100,0,122333.333333333,936,132.333333333333
"231","01279","2016",1,1,0,100,0,80000,1000,80
"232","01280","2016",6,6,0,100,0,153800,1573.83333333333,96.5
"233","01281","2016",50,29,21,58,42,416904.54,4331.7,98.38
"234","01283","2016",152,66,86,43.421052631579,56.578947368421,114988.125,1359.125,85.7171052631579
"235","01284","2016",3,3,0,100,0,113676.666666667,1234.33333333333,95.6666666666667
"236","01285","2016",7,6,1,85.7142857142857,14.2857142857143,259392.857142857,2286.71428571429,117.714285714286
"237","01286","2016",13,13,0,100,0,199054.692307692,1504.15384615385,141.230769230769
"238","01288","2016",23,15,8,65.2173913043478,34.7826086956522,319214.391304348,3113.5652173913,108.130434782609
"239","01289","2016",60,45,15,75,25,165672.8,1735.48333333333,97.8666666666667
"240","01290","2016",10,9,1,90,10,253612,2249.2,123
"241","01291","2016",6,6,0,100,0,137500,1304.33333333333,99
"242","01293","2016",2,2,0,100,0,142500,1032.5,140
"243","01294","2016",5,5,0,100,0,128357.6,1281.8,99
"244","01295","2016",9,9,0,100,0,205066.666666667,1916.77777777778,106.888888888889
"245","01296","2016",5,5,0,100,0,132900,1396.2,98.4
"246","01297","2016",7,7,0,100,0,222831.571428571,2104.14285714286,106.571428571429
"247","01299","2016",4,4,0,100,0,180225,1416.25,120.5
"248","01301","2016",17,10,7,58.8235294117647,41.1764705882353,175938.588235294,1707.70588235294,110.823529411765
"249","01302","2016",2,2,0,100,0,176150,1528.5,119.5
"250","01303","2016",17,15,2,88.2352941176471,11.7647058823529,141124.705882353,1210.88235294118,121.882352941176
"251","01304","2016",37,33,4,89.1891891891892,10.8108108108108,139770.621621622,1419.67567567568,101.216216216216
"252","01305","2016",16,12,4,75,25,121509.375,1419.625,86.8125
"253","01306","2016",19,11,8,57.8947368421053,42.1052631578947,126683.473684211,1614,77.3157894736842
"254","01307","2016",5,3,2,60,40,158479.2,1591.2,104.4
"255","01308","2016",7,7,0,100,0,349782,3118.57142857143,134.714285714286
"256","01309","2016",1,1,0,100,0,50000,500,100
"257","01313","2016",107,52,55,48.5981308411215,51.4018691588785,458555.990654206,4534.29906542056,101.775700934579
"258","01314","2016",23,20,3,86.9565217391304,13.0434782608696,161580.47826087,1506.5652173913,107.04347826087
"259","01317","2016",4,4,0,100,0,142131.25,1206.25,116.75
"260","01318","2016",7,7,0,100,0,210477.142857143,2061.57142857143,102.714285714286
"261","01319","2016",5,5,0,100,0,167104,1450.6,122.2
"262","01320","2016",42,39,3,92.8571428571429,7.14285714285714,178970.619047619,1942.16666666667,102.238095238095
"263","01321","2016",12,11,1,91.6666666666667,8.33333333333333,173770.833333333,1366.41666666667,126.166666666667
"264","01322","2016",50,41,9,82,18,275211.78,2577.1,112.94
"265","01323","2016",6,6,0,100,0,164150,1386.83333333333,117.5
"266","01325","2016",12,12,0,100,0,218138.333333333,1979.66666666667,117.166666666667
"267","01328","2016",4,4,0,100,0,234500,1627.25,153.5
"268","01329","2016",2,2,0,100,0,93250,1334.5,70
"269","01331","2016",1,1,0,100,0,144500,1680,86
"270","01332","2016",8,8,0,100,0,196806.25,1637.75,122.375
"271","01333","2016",29,21,8,72.4137931034483,27.5862068965517,205329.586206897,2336.51724137931,92.8275862068966
"272","01334","2016",10,10,0,100,0,238983,2172.3,109.7
"273","01335","2016",7,7,0,100,0,201661.428571429,1786.14285714286,109.714285714286
"274","01336","2016",7,7,0,100,0,181969.285714286,1494.85714285714,129.142857142857
"275","01337","2016",8,8,0,100,0,151918.75,1202.875,129.25
"276","01338","2016",11,11,0,100,0,169606.818181818,1460.81818181818,117.545454545455
"277","01339","2016",13,13,0,100,0,325375.384615385,2509.53846153846,139.846153846154
"278","01342","2016",8,8,0,100,0,336390,2490.75,128.5
"279","01343","2016",14,13,1,92.8571428571429,7.14285714285714,172922.142857143,1465.78571428571,119.785714285714
"280","01344","2016",66,54,12,81.8181818181818,18.1818181818182,169634.818181818,1760.21212121212,97.0454545454545
"281","01345","2016",31,24,7,77.4193548387097,22.5806451612903,158651.935483871,1765.35483870968,90.4516129032258
"282","01346","2016",13,12,1,92.3076923076923,7.69230769230769,180311.461538462,1703.30769230769,110.153846153846
"283","01347","2016",22,22,0,100,0,283388.454545455,2454,120
"284","01348","2016",33,32,1,96.969696969697,3.03030303030303,175240.606060606,1913.72727272727,101.090909090909
"285","01349","2016",3,3,0,100,0,214666.666666667,1513.66666666667,146
"286","01350","2016",25,21,4,84,16,188016.2,1659.12,113.12
"287","01351","2016",24,24,0,100,0,206280.416666667,1897.79166666667,122.625
"288","01352","2016",9,9,0,100,0,125298.111111111,1151.33333333333,106.444444444444
"289","01353","2016",18,18,0,100,0,267000.277777778,2266.88888888889,117
"290","01354","2016",173,56,117,32.3699421965318,67.6300578034682,389690.50867052,3825.32369942197,101.895953757225
"291","01355","2016",3,3,0,100,0,153400,1994.66666666667,78
"292","01356","2016",4,4,0,100,0,186973.75,1255.75,143.5
"293","01357","2016",9,7,2,77.7777777777778,22.2222222222222,129944.444444444,1550.22222222222,91.5555555555556
"294","01358","2016",4,4,0,100,0,140962.5,1383.5,106.75
"295","01359","2016",4,4,0,100,0,199262.5,1842,112.25
"296","01360","2016",21,14,7,66.6666666666667,33.3333333333333,417074.19047619,3689.28571428571,119.761904761905
"297","01361","2016",16,16,0,100,0,280300.5,2154.4375,140.0625
"298","01362","2016",7,7,0,100,0,257810.571428571,2268,121.142857142857
"299","01363","2016",17,15,2,88.2352941176471,11.7647058823529,144775.294117647,1558.88235294118,94.1176470588235
"300","01364","2016",14,14,0,100,0,147139.285714286,1417.85714285714,113.214285714286
"301","01365","2016",9,9,0,100,0,139255.555555556,1812.55555555556,80.2222222222222
"302","01366","2016",13,12,1,92.3076923076923,7.69230769230769,197434.615384615,1956.61538461538,99.6153846153846
"303","01367","2016",14,14,0,100,0,114477.142857143,1127.42857142857,106
"304","01368","2016",7,7,0,100,0,184588.571428571,1400.71428571429,135.142857142857
"305","01369","2016",11,9,2,81.8181818181818,18.1818181818182,189447.727272727,1501.27272727273,131.454545454545
"306","01370","2016",38,5,33,13.1578947368421,86.8421052631579,95971.1052631579,1388.60526315789,71.5526315789474
"307","01371","2016",11,8,3,72.7272727272727,27.2727272727273,207990,2415.63636363636,87.7272727272727
"308","01372","2016",3,3,0,100,0,296260,3161.33333333333,98.3333333333333
"309","01373","2016",6,6,0,100,0,158800,1657.5,98.6666666666667
"310","01374","2016",21,21,0,100,0,161260.047619048,1416.61904761905,118.333333333333
"311","01375","2016",13,13,0,100,0,158992.307692308,1520.30769230769,104.230769230769
"312","01376","2016",39,11,28,28.2051282051282,71.7948717948718,181801.384615385,2191.25641025641,82.2307692307692
"313","01378","2016",26,26,0,100,0,252567,2272.19230769231,113.923076923077
"314","01379","2016",11,11,0,100,0,172023.636363636,1416.09090909091,123.454545454545
"315","01380","2016",8,8,0,100,0,85175,970,92.375
"316","01381","2016",11,10,1,90.9090909090909,9.09090909090909,193627.272727273,1874.09090909091,106.818181818182
"317","01382","2016",3,3,0,100,0,260420,1919,135.333333333333
"318","01383","2016",15,12,3,80,20,201597,1940.13333333333,103.333333333333
"319","01384","2016",18,15,3,83.3333333333333,16.6666666666667,105390.944444444,1247.77777777778,91.1666666666667
"320","01385","2016",7,6,1,85.7142857142857,14.2857142857143,199928.571428571,1893.14285714286,111.571428571429
"321","01386","2016",16,14,2,87.5,12.5,170702,2009.1875,90.6875
"322","01387","2016",2,2,0,100,0,162075,1288.5,126.5
"323","01388","2016",8,7,1,87.5,12.5,113545,1210.25,94.5
"324","01389","2016",15,12,3,80,20,187143,1699.53333333333,113.266666666667
"325","01390","2016",12,10,2,83.3333333333333,16.6666666666667,216660,2111.41666666667,104.583333333333
"326","01391","2016",3,3,0,100,0,101666.666666667,867,129.333333333333
"327","01392","2016",6,6,0,100,0,180925,1822.16666666667,98.1666666666667
"328","01393","2016",9,9,0,100,0,265165.777777778,1910.55555555556,140.666666666667
"329","01396","2016",6,6,0,100,0,141473.333333333,1492.66666666667,91.8333333333333
"330","01397","2016",7,4,3,57.1428571428571,42.8571428571429,579814.285714286,4130.71428571429,140
"331","01398","2016",15,14,1,93.3333333333333,6.66666666666667,234899.333333333,1785.06666666667,146.266666666667
"332","01399","2016",29,13,16,44.8275862068966,55.1724137931034,398864.482758621,3799.86206896552,107.448275862069
"333","01400","2016",3,3,0,100,0,101266.666666667,920.666666666667,105.666666666667
"334","01401","2016",16,12,4,75,25,474618.125,3813.8125,125.375
"335","01402","2016",6,6,0,100,0,125333.333333333,1446.16666666667,90.3333333333333
"336","01403","2016",14,13,1,92.8571428571429,7.14285714285714,136762.142857143,1483.35714285714,95.2142857142857
"337","01404","2016",3,3,0,100,0,131300,1806.66666666667,81
"338","01405","2016",10,8,2,80,20,159033.3,1587.7,101.2
"339","01406","2016",1,1,0,100,0,127000,1067,119
"340","01407","2016",16,5,11,31.25,68.75,131586.875,1747.1875,76.1875
"341","01408","2016",6,6,0,100,0,163150,1480.83333333333,132.833333333333
"342","01411","2016",6,5,1,83.3333333333333,16.6666666666667,122925,1450.83333333333,79.8333333333333
"343","01412","2016",3,3,0,100,0,240833.333333333,1381.66666666667,173
"344","01415","2016",5,5,0,100,0,133810,1405.6,93.8
"345","01416","2016",13,11,2,84.6153846153846,15.3846153846154,85336.9230769231,1101.15384615385,73.1538461538462
"346","01418","2016",7,5,2,71.4285714285714,28.5714285714286,273185.714285714,2536.57142857143,106.428571428571
"347","01419","2016",53,37,16,69.811320754717,30.188679245283,421541.660377358,4294.15094339623,101.584905660377
"348","01420","2016",19,9,10,47.3684210526316,52.6315789473684,120091.052631579,1219.84210526316,98.5789473684211
"349","01421","2016",12,12,0,100,0,105383.333333333,1342,78.6666666666667
"350","01422","2016",10,10,0,100,0,189989,1801.5,102.2
