index,Zas,Year,Month,Quarter,ATMO_month,ATMO_quarter
591,ZAR PAYS-DE-SAVOIE,2021,4,2,1,2
592,ZAR PAYS-DE-SAVOIE,2021,5,2,2,2
593,ZAR PAYS-DE-SAVOIE,2021,6,2,2,2
594,ZAR PAYS-DE-SAVOIE,2021,7,3,2,2
595,ZAR PAYS-DE-SAVOIE,2021,8,3,1,2
596,ZAR PAYS-DE-SAVOIE,2021,9,3,2,2
597,ZAR PAYS-DE-SAVOIE,2021,10,4,2,2
598,ZAR PAYS-DE-SAVOIE,2021,11,4,2,2
599,ZAR PAYS-DE-SAVOIE,2021,12,4,2,2
600,ZAR PERPIGNAN,2021,1,1,2,2
601,ZAR PERPIGNAN,2021,2,1,2,2
602,ZAR PERPIGNAN,2021,3,1,2,2
603,ZAR PERPIGNAN,2021,4,2,1,2
604,ZAR PERPIGNAN,2021,5,2,2,2
605,ZAR PERPIGNAN,2021,6,2,1,2
606,ZAR PERPIGNAN,2021,7,3,2,2
607,ZAR PERPIGNAN,2021,8,3,1,2
608,ZAR PERPIGNAN,2021,9,3,2,2
609,ZAR PERPIGNAN,2021,10,4,1,2
610,ZAR PERPIGNAN,2021,11,4,1,2
611,ZAR PERPIGNAN,2021,12,4,2,2
612,ZAR POITIERS,2021,1,1,2,3
613,ZAR POITIERS,2021,2,1,2,3
614,ZAR POITIERS,2021,3,1,3,3
615,ZAR POITIERS,2021,4,2,1,1
616,ZAR POITIERS,2021,5,2,0,1
617,ZAR POITIERS,2021,6,2,0,1
618,ZAR POITIERS,2021,7,3,1,1
619,ZAR POITIERS,2021,8,3,0,1
620,ZAR POITIERS,2021,9,3,0,1
621,ZAR POITIERS,2021,10,4,1,2
622,ZAR POITIERS,2021,11,4,2,2
623,ZAR POITIERS,2021,12,4,2,2
624,ZAR REIMS,2021,1,1,2,3
625,ZAR REIMS,2021,2,1,2,3
626,ZAR REIMS,2021,3,1,3,3
627,ZAR REIMS,2021,4,2,2,2
628,ZAR REIMS,2021,5,2,1,2
629,ZAR REIMS,2021,6,2,1,2
630,ZAR REIMS,2021,7,3,1,2
631,ZAR REIMS,2021,8,3,2,2
632,ZAR REIMS,2021,9,3,0,2
633,ZAR REIMS,2021,10,4,2,2
634,ZAR REIMS,2021,11,4,2,2
635,ZAR REIMS,2021,12,4,2,2
636,ZAR SAINT-DENIS,2021,1,1,2,2
637,ZAR SAINT-DENIS,2021,2,1,0,2
638,ZAR SAINT-DENIS,2021,3,1,0,2
639,ZAR SAINT-DENIS,2021,4,2,0,0
640,ZAR SAINT-DENIS,2021,5,2,0,0
641,ZAR SAINT-DENIS,2021,6,2,0,0
642,ZAR SAINT-DENIS,2021,7,3,0,0
643,ZAR SAINT-DENIS,2021,8,3,0,0
644,ZAR SAINT-DENIS,2021,9,3,0,0
645,ZAR SAINT-DENIS,2021,10,4,0,0
646,ZAR SAINT-DENIS,2021,11,4,0,0
647,ZAR SAINT-DENIS,2021,12,4,0,0
648,ZAR VALLEE-DE-L-ARVE,2021,1,1,4,4
649,ZAR VALLEE-DE-L-ARVE,2021,2,1,3,4
650,ZAR VALLEE-DE-L-ARVE,2021,3,1,2,4
651,ZAR VALLEE-DE-L-ARVE,2021,4,2,2,2
652,ZAR VALLEE-DE-L-ARVE,2021,5,2,0,2
653,ZAR VALLEE-DE-L-ARVE,2021,6,2,2,2
654,ZAR VALLEE-DE-L-ARVE,2021,7,3,3,3
655,ZAR VALLEE-DE-L-ARVE,2021,8,3,0,3
656,ZAR VALLEE-DE-L-ARVE,2021,9,3,0,3
657,ZAR VALLEE-DE-L-ARVE,2021,10,4,2,4
658,ZAR VALLEE-DE-L-ARVE,2021,11,4,3,4
659,ZAR VALLEE-DE-L-ARVE,2021,12,4,4,4
660,ZAR VALLEE-DE-LA-TARANTAISE,2021,1,1,2,3
661,ZAR VALLEE-DE-LA-TARANTAISE,2021,2,1,3,3
662,ZAR VALLEE-DE-LA-TARANTAISE,2021,3,1,2,3
663,ZAR VALLEE-DE-LA-TARANTAISE,2021,4,2,2,3
664,ZAR VALLEE-DE-LA-TARANTAISE,2021,5,2,1,3
665,ZAR VALLEE-DE-LA-TARANTAISE,2021,6,2,3,3
666,ZAR VALLEE-DE-LA-TARANTAISE,2021,7,3,1,1
667,ZAR VALLEE-DE-LA-TARANTAISE,2021,8,3,1,1
668,ZAR VALLEE-DE-LA-TARANTAISE,2021,9,3,0,1
669,ZAR VALLEE-DE-LA-TARANTAISE,2021,10,4,0,2
670,ZAR VALLEE-DE-LA-TARANTAISE,2021,11,4,2,2
671,ZAR VALLEE-DE-LA-TARANTAISE,2021,12,4,2,2
672,ZAR VALLEE-DU-RHONE,2021,1,1,2,3
673,ZAR VALLEE-DU-RHONE,2021,2,1,3,3
674,ZAR VALLEE-DU-RHONE,2021,3,1,2,3
675,ZAR VALLEE-DU-RHONE,2021,4,2,3,3
676,ZAR VALLEE-DU-RHONE,2021,5,2,1,3
677,ZAR VALLEE-DU-RHONE,2021,6,2,2,3
678,ZAR VALLEE-DU-RHONE,2021,7,3,2,2
679,ZAR VALLEE-DU-RHONE,2021,8,3,2,2
680,ZAR VALLEE-DU-RHONE,2021,9,3,1,2
681,ZAR VALLEE-DU-RHONE,2021,10,4,1,3
682,ZAR VALLEE-DU-RHONE,2021,11,4,2,3
683,ZAR VALLEE-DU-RHONE,2021,12,4,3,3
684,ZAR VOLCAN,2021,1,1,0,0
685,ZAR VOLCAN,2021,2,1,0,0
686,ZAR VOLCAN,2021,3,1,0,0
687,ZAR VOLCAN,2021,4,2,0,1
688,ZAR VOLCAN,2021,5,2,1,1
689,ZAR VOLCAN,2021,6,2,0,1
690,ZAR VOLCAN,2021,7,3,0,0
691,ZAR VOLCAN,2021,8,3,0,0
692,ZAR VOLCAN,2021,9,3,0,0
693,ZAR VOLCAN,2021,10,4,1,1
694,ZAR VOLCAN,2021,11,4,1,1
695,ZAR VOLCAN,2021,12,4,0,1
696,ZR AUVERGNE-RHONE-ALPES,2021,1,1,2,3
697,ZR AUVERGNE-RHONE-ALPES,2021,2,1,3,3
698,ZR AUVERGNE-RHONE-ALPES,2021,3,1,3,3
699,ZR AUVERGNE-RHONE-ALPES,2021,4,2,4,4
700,ZR AUVERGNE-RHONE-ALPES,2021,5,2,2,4
701,ZR AUVERGNE-RHONE-ALPES,2021,6,2,2,4
702,ZR AUVERGNE-RHONE-ALPES,2021,7,3,2,2
703,ZR AUVERGNE-RHONE-ALPES,2021,8,3,1,2
704,ZR AUVERGNE-RHONE-ALPES,2021,9,3,2,2
705,ZR AUVERGNE-RHONE-ALPES,2021,10,4,2,3
706,ZR AUVERGNE-RHONE-ALPES,2021,11,4,2,3
707,ZR AUVERGNE-RHONE-ALPES,2021,12,4,3,3
708,ZR BOURGOGNE-FRANCHE-COMTE,2021,1,1,2,4
709,ZR BOURGOGNE-FRANCHE-COMTE,2021,2,1,4,4
710,ZR BOURGOGNE-FRANCHE-COMTE,2021,3,1,2,4
711,ZR BOURGOGNE-FRANCHE-COMTE,2021,4,2,2,2
712,ZR BOURGOGNE-FRANCHE-COMTE,2021,5,2,1,2
713,ZR BOURGOGNE-FRANCHE-COMTE,2021,6,2,1,2
714,ZR BOURGOGNE-FRANCHE-COMTE,2021,7,3,1,1
715,ZR BOURGOGNE-FRANCHE-COMTE,2021,8,3,0,1
716,ZR BOURGOGNE-FRANCHE-COMTE,2021,9,3,1,1
717,ZR BOURGOGNE-FRANCHE-COMTE,2021,10,4,0,4
718,ZR BOURGOGNE-FRANCHE-COMTE,2021,11,4,2,4
719,ZR BOURGOGNE-FRANCHE-COMTE,2021,12,4,4,4
720,ZR BRETAGNE,2021,1,1,3,3
721,ZR BRETAGNE,2021,2,1,3,3
722,ZR BRETAGNE,2021,3,1,2,3
723,ZR BRETAGNE,2021,4,2,2,2
724,ZR BRETAGNE,2021,5,2,2,2
725,ZR BRETAGNE,2021,6,2,1,2
726,ZR BRETAGNE,2021,7,3,1,2
727,ZR BRETAGNE,2021,8,3,1,2
728,ZR BRETAGNE,2021,9,3,2,2
729,ZR BRETAGNE,2021,10,4,2,2
730,ZR BRETAGNE,2021,11,4,2,2
731,ZR BRETAGNE,2021,12,4,2,2
732,ZR CENTRE-VAL DE LOIRE,2021,1,1,3,3
733,ZR CENTRE-VAL DE LOIRE,2021,2,1,2,3
734,ZR CENTRE-VAL DE LOIRE,2021,3,1,3,3
735,ZR CENTRE-VAL DE LOIRE,2021,4,2,3,3
736,ZR CENTRE-VAL DE LOIRE,2021,5,2,0,3
737,ZR CENTRE-VAL DE LOIRE,2021,6,2,1,3
738,ZR CENTRE-VAL DE LOIRE,2021,7,3,2,2
739,ZR CENTRE-VAL DE LOIRE,2021,8,3,0,2
740,ZR CENTRE-VAL DE LOIRE,2021,9,3,1,2
741,ZR CENTRE-VAL DE LOIRE,2021,10,4,2,3
742,ZR CENTRE-VAL DE LOIRE,2021,11,4,3,3
743,ZR CENTRE-VAL DE LOIRE,2021,12,4,2,3
744,ZR CORSE,2021,1,1,0,3
745,ZR CORSE,2021,2,1,3,3
746,ZR CORSE,2021,3,1,1,3
747,ZR CORSE,2021,4,2,1,3
748,ZR CORSE,2021,5,2,1,3
749,ZR CORSE,2021,6,2,3,3
750,ZR CORSE,2021,7,3,2,2
751,ZR CORSE,2021,8,3,2,2
752,ZR CORSE,2021,9,3,2,2
753,ZR CORSE,2021,10,4,1,1
754,ZR CORSE,2021,11,4,0,1
755,ZR CORSE,2021,12,4,0,1
756,ZR GRAND-EST,2021,1,1,2,3
757,ZR GRAND-EST,2021,2,1,3,3
758,ZR GRAND-EST,2021,3,1,3,3
759,ZR GRAND-EST,2021,4,2,3,3
760,ZR GRAND-EST,2021,5,2,2,3
761,ZR GRAND-EST,2021,6,2,2,3
762,ZR GRAND-EST,2021,7,3,2,2
763,ZR GRAND-EST,2021,8,3,2,2
764,ZR GRAND-EST,2021,9,3,1,2
765,ZR GRAND-EST,2021,10,4,2,3
766,ZR GRAND-EST,2021,11,4,2,3
767,ZR GRAND-EST,2021,12,4,3,3
768,ZR GUADELOUPE,2021,1,1,0,2
769,ZR GUADELOUPE,2021,2,1,2,2
770,ZR GUADELOUPE,2021,3,1,1,2
771,ZR GUADELOUPE,2021,4,2,2,2
772,ZR GUADELOUPE,2021,5,2,2,2
773,ZR GUADELOUPE,2021,6,2,2,2
774,ZR GUADELOUPE,2021,7,3,2,2
775,ZR GUADELOUPE,2021,8,3,2,2
776,ZR GUADELOUPE,2021,9,3,2,2
777,ZR GUADELOUPE,2021,10,4,2,2
778,ZR GUADELOUPE,2021,11,4,0,2
779,ZR GUADELOUPE,2021,12,4,0,2
780,ZR GUYANE,2021,1,1,2,4
781,ZR GUYANE,2021,2,1,4,4
782,ZR GUYANE,2021,3,1,2,4
783,ZR GUYANE,2021,4,2,2,2
784,ZR GUYANE,2021,5,2,2,2
785,ZR GUYANE,2021,6,2,2,2
786,ZR GUYANE,2021,7,3,0,0
787,ZR GUYANE,2021,8,3,0,0
788,ZR GUYANE,2021,9,3,0,0
789,ZR GUYANE,2021,10,4,0,1
790,ZR GUYANE,2021,11,4,0,1
791,ZR GUYANE,2021,12,4,1,1
792,ZR HAUTS-DE-FRANCE,2021,1,1,3,3
793,ZR HAUTS-DE-FRANCE,2021,2,1,2,3
794,ZR HAUTS-DE-FRANCE,2021,3,1,2,3
795,ZR HAUTS-DE-FRANCE,2021,4,2,3,3
796,ZR HAUTS-DE-FRANCE,2021,5,2,2,3
797,ZR HAUTS-DE-FRANCE,2021,6,2,2,3
798,ZR HAUTS-DE-FRANCE,2021,7,3,2,3
799,ZR HAUTS-DE-FRANCE,2021,8,3,2,3
800,ZR HAUTS-DE-FRANCE,2021,9,3,3,3
801,ZR HAUTS-DE-FRANCE,2021,10,4,2,2
802,ZR HAUTS-DE-FRANCE,2021,11,4,2,2
803,ZR HAUTS-DE-FRANCE,2021,12,4,2,2
804,ZR ILE-DE-FRANCE,2021,1,1,3,3
805,ZR ILE-DE-FRANCE,2021,2,1,2,3
806,ZR ILE-DE-FRANCE,2021,3,1,2,3
807,ZR ILE-DE-FRANCE,2021,4,2,2,2
808,ZR ILE-DE-FRANCE,2021,5,2,0,2
809,ZR ILE-DE-FRANCE,2021,6,2,1,2
810,ZR ILE-DE-FRANCE,2021,7,3,0,2
811,ZR ILE-DE-FRANCE,2021,8,3,0,2
812,ZR ILE-DE-FRANCE,2021,9,3,2,2
813,ZR ILE-DE-FRANCE,2021,10,4,2,2
814,ZR ILE-DE-FRANCE,2021,11,4,2,2
815,ZR ILE-DE-FRANCE,2021,12,4,2,2
816,ZR LA REUNION,2021,1,1,4,4
817,ZR LA REUNION,2021,2,1,0,4
818,ZR LA REUNION,2021,3,1,0,4
819,ZR LA REUNION,2021,4,2,0,0
820,ZR LA REUNION,2021,5,2,0,0
821,ZR LA REUNION,2021,6,2,0,0
822,ZR LA REUNION,2021,7,3,0,0
823,ZR LA REUNION,2021,8,3,0,0
824,ZR LA REUNION,2021,9,3,0,0
825,ZR LA REUNION,2021,10,4,0,0
826,ZR LA REUNION,2021,11,4,0,0
827,ZR LA REUNION,2021,12,4,0,0
828,ZR MARTINIQUE,2021,1,1,2,4
829,ZR MARTINIQUE,2021,2,1,4,4
830,ZR MARTINIQUE,2021,3,1,1,4
831,ZR MARTINIQUE,2021,4,2,3,3
832,ZR MARTINIQUE,2021,5,2,2,3
833,ZR MARTINIQUE,2021,6,2,2,3
834,ZR MARTINIQUE,2021,7,3,2,2
835,ZR MARTINIQUE,2021,8,3,2,2
836,ZR MARTINIQUE,2021,9,3,2,2
837,ZR MARTINIQUE,2021,10,4,2,2
838,ZR MARTINIQUE,2021,11,4,0,2
839,ZR MARTINIQUE,2021,12,4,0,2
840,ZR MAYOTTE,2021,1,1,1,2
841,ZR MAYOTTE,2021,2,1,2,2
842,ZR MAYOTTE,2021,3,1,0,2
843,ZR MAYOTTE,2021,4,2,0,1
844,ZR MAYOTTE,2021,5,2,0,1
845,ZR MAYOTTE,2021,6,2,1,1
846,ZR MAYOTTE,2021,7,3,2,2
847,ZR MAYOTTE,2021,8,3,2,2
848,ZR MAYOTTE,2021,9,3,2,2
849,ZR MAYOTTE,2021,10,4,2,3
850,ZR MAYOTTE,2021,11,4,3,3
851,ZR MAYOTTE,2021,12,4,2,3
852,ZR NORMANDIE,2021,1,1,2,2
853,ZR NORMANDIE,2021,2,1,2,2
854,ZR NORMANDIE,2021,3,1,2,2
855,ZR NORMANDIE,2021,4,2,2,2
856,ZR NORMANDIE,2021,5,2,2,2
857,ZR NORMANDIE,2021,6,2,1,2
858,ZR NORMANDIE,2021,7,3,2,2
859,ZR NORMANDIE,2021,8,3,0,2
860,ZR NORMANDIE,2021,9,3,2,2
861,ZR NORMANDIE,2021,10,4,2,2
862,ZR NORMANDIE,2021,11,4,2,2
863,ZR NORMANDIE,2021,12,4,2,2
864,ZR NOUVELLE-AQUITAINE,2021,1,1,4,4
865,ZR NOUVELLE-AQUITAINE,2021,2,1,4,4
866,ZR NOUVELLE-AQUITAINE,2021,3,1,3,4
867,ZR NOUVELLE-AQUITAINE,2021,4,2,2,3
868,ZR NOUVELLE-AQUITAINE,2021,5,2,3,3
869,ZR NOUVELLE-AQUITAINE,2021,6,2,3,3
870,ZR NOUVELLE-AQUITAINE,2021,7,3,2,2
871,ZR NOUVELLE-AQUITAINE,2021,8,3,2,2
872,ZR NOUVELLE-AQUITAINE,2021,9,3,1,2
873,ZR NOUVELLE-AQUITAINE,2021,10,4,1,4
874,ZR NOUVELLE-AQUITAINE,2021,11,4,2,4
875,ZR NOUVELLE-AQUITAINE,2021,12,4,4,4
876,ZR OCCITANIE,2021,1,1,4,4
877,ZR OCCITANIE,2021,2,1,2,4
878,ZR OCCITANIE,2021,3,1,3,4
879,ZR OCCITANIE,2021,4,2,2,2
880,ZR OCCITANIE,2021,5,2,1,2
881,ZR OCCITANIE,2021,6,2,2,2
882,ZR OCCITANIE,2021,7,3,1,1
883,ZR OCCITANIE,2021,8,3,1,1
884,ZR OCCITANIE,2021,9,3,1,1
885,ZR OCCITANIE,2021,10,4,1,3
886,ZR OCCITANIE,2021,11,4,2,3
887,ZR OCCITANIE,2021,12,4,3,3
888,ZR PAYS-DE-LA-LOIRE,2021,1,1,2,2
889,ZR PAYS-DE-LA-LOIRE,2021,2,1,2,2
890,ZR PAYS-DE-LA-LOIRE,2021,3,1,2,2
891,ZR PAYS-DE-LA-LOIRE,2021,4,2,3,3
892,ZR PAYS-DE-LA-LOIRE,2021,5,2,0,3
893,ZR PAYS-DE-LA-LOIRE,2021,6,2,0,3
894,ZR PAYS-DE-LA-LOIRE,2021,7,3,0,1
895,ZR PAYS-DE-LA-LOIRE,2021,8,3,0,1
896,ZR PAYS-DE-LA-LOIRE,2021,9,3,1,1
897,ZR PAYS-DE-LA-LOIRE,2021,10,4,1,2
898,ZR PAYS-DE-LA-LOIRE,2021,11,4,2,2
899,ZR PAYS-DE-LA-LOIRE,2021,12,4,2,2
900,ZR PROVENCE-ALPES-COTE-D-AZUR,2021,1,1,2,4
901,ZR PROVENCE-ALPES-COTE-D-AZUR,2021,2,1,4,4
902,ZR PROVENCE-ALPES-COTE-D-AZUR,2021,3,1,2,4
903,ZR PROVENCE-ALPES-COTE-D-AZUR,2021,4,2,2,2
904,ZR PROVENCE-ALPES-COTE-D-AZUR,2021,5,2,1,2
905,ZR PROVENCE-ALPES-COTE-D-AZUR,2021,6,2,2,2
906,ZR PROVENCE-ALPES-COTE-D-AZUR,2021,7,3,2,2
907,ZR PROVENCE-ALPES-COTE-D-AZUR,2021,8,3,2,2
908,ZR PROVENCE-ALPES-COTE-D-AZUR,2021,9,3,2,2
909,ZR PROVENCE-ALPES-COTE-D-AZUR,2021,10,4,1,2
910,ZR PROVENCE-ALPES-COTE-D-AZUR,2021,11,4,2,2
911,ZR PROVENCE-ALPES-COTE-D-AZUR,2021,12,4,2,2
